"","EST_IDw","OUTLET_IDw","NAME","LONGdd","LATdd","EcoType_na","RLE_NBA18","PL_NBA18","PES2018","type","zone","extent","RLE","EPL","RLE_EPL","realm","protection_level","threat_status","est_name","full_ecosystem_type_name","efz_ha","2025_est_condition","2018_est_condition","2011_est_condition","condition","condition_100km_zones"
"226",226,378,"iBilanhlonhlo",30.34892997,-30.89019083,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","iBilanhlonhlo","3 Subtropical - Small Temporarily Closed",23.6,58.1704775399316,64.2704775399316,62.8,"Heavily modified",65.0565290258565
"227",227,379,"uVuzana",30.35895597,-30.87840389,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uVuzana","3 Subtropical - Small Temporarily Closed",9.8,68.1,71.6,69.6,"Moderately modified",65.0565290258565
"228",228,380,"iKongeni",30.37273597,-30.86146889,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","D/E","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","iKongeni","3 Subtropical - Small Temporarily Closed",44.8,37.7301795163307,39.8051795163307,61.65,"Severely / critically modified ",65.0565290258565
"229",229,382,"uVunguza",30.39531397,-30.83648472,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","B","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uVunguza","3 Subtropical - Small Temporarily Closed",14.5,74.9902480048227,76.7902480048227,77.55,"Moderately modified",65.0565290258565
"230",230,384,"oHlangeni",30.405588,-30.820225,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","oHlangeni","3 Subtropical - Large Temporarily Closed",70.3,60.1323252787133,64.4523252787133,69.95,"Moderately modified",65.0565290258565
"231",231,389,"iZotsha",30.42365797,-30.78953389,"Subtropical Large Temporarily Closed","Endangered","Poorly","B/C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iZotsha","3 Subtropical - Large Temporarily Closed",104,70.25,76.625,70.55,"Moderately modified",65.0565290258565
"232",232,390,"iBhobhoyi",30.43923697,-30.77069694,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","B/C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","iBhobhoyi","3 Subtropical - Small Temporarily Closed",47.9,71.9312687886733,76.4512687886734,67.8,"Moderately modified",65.0565290258565
"233",233,392,"uMbango",30.447669,-30.75770694,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","E","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMbango","3 Subtropical - Small Temporarily Closed",36.7,29.5935319310878,30.9685319310878,37.475,"Severely / critically modified ",65.0565290258565
"234",234,393,"uMzimkhulu",30.4583,-30.73983278,"Subtropical Predominantly Open","Endangered","Moderately","B","Subtropical Predominantly Open","SubTrop",78.4991420167,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMzimkhulu","3 Subtropical - Predominantly Open",402.9,71.695,79.1,70.125,"Moderately modified",65.0565290258565
"235",235,395,"uMthente",30.48169497,-30.70959278,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMthente","3 Subtropical - Large Temporarily Closed",102.5,67.3310195534911,67.8310195534911,67.175,"Moderately modified",65.0565290258565
"236",236,396,"uMhlangomkhulu (North) (Mhlangamkulu)",30.498345,-30.688165,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMhlangomkhulu (North) (Mhlangamkulu)","3 Subtropical - Large Temporarily Closed",27.9,62.113568061366,64.663568061366,70.35,"Moderately modified",65.0565290258565
"237",237,399,"iDombe",30.51042597,-30.67246194,"Subtropical Large Temporarily Closed","Endangered","Poorly","D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iDombe","3 Subtropical - Large Temporarily Closed",27.1,59.1184651027138,58.3984651027138,64.9,"Heavily modified",65.0565290258565
"238",238,402,"iKhoshwana",30.517298,-30.66031583,"Subtropical Large Temporarily Closed","Endangered","Poorly","C/D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iKhoshwana","3 Subtropical - Large Temporarily Closed",23.1,61.95,61.95,68.6,"Moderately modified",65.0565290258565
"239",239,406,"iNjambili",30.53653397,-30.637205,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","iNjambili","3 Subtropical - Small Temporarily Closed",67.4,63.2732973022073,64.2732973022073,76.3,"Moderately modified",65.0565290258565
"240",240,408,"uMzumbe",30.547781,-30.61392583,"Subtropical Large Temporarily Closed","Endangered","Poorly","C/D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMzumbe","3 Subtropical - Large Temporarily Closed",291.2,62.4488541117525,60.8488541117525,59.075,"Moderately modified",65.0565290258565
"241",241,410,"uMhlabashana",30.57139897,-30.584478,"Subtropical Large Temporarily Closed","Endangered","Poorly","B/C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMhlabashana","3 Subtropical - Large Temporarily Closed",32.5,78.27,75.65,77.675,"Near-natural",65.0565290258565
"242",242,413,"uMhlungwa",30.58323497,-30.56081278,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMhlungwa","3 Subtropical - Large Temporarily Closed",43.8,68.07,68.07,69.175,"Moderately modified",65.0565290258565
"243",243,415,"uMfazezala",30.60706497,-30.531815,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMfazezala","3 Subtropical - Large Temporarily Closed",20.9,61.2653800374086,64.0653800374086,68.475,"Moderately modified",65.0565290258565
"244",244,416,"uMakhosi",30.610236,-30.52585694,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","B/C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMakhosi","3 Subtropical - Small Temporarily Closed",19,70.837507797879,73.407507797879,80.5,"Moderately modified",65.0565290258565
"245",245,419,"uMnamfu",30.62472197,-30.50840889,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMnamfu","3 Subtropical - Small Temporarily Closed",18.1,66.162507797879,68.962507797879,74.475,"Moderately modified",65.0565290258565
"246",246,420,"uMthwalume",30.6356,-30.485175,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMthwalume","3 Subtropical - Large Temporarily Closed",185.6,64.775,70.145,57.775,"Moderately modified",65.0565290258565
"247",247,422,"uMvuzi",30.647614,-30.46979889,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMvuzi","3 Subtropical - Large Temporarily Closed",36.7,65.1,71.47,67.65,"Moderately modified",65.0565290258565
"248",248,423,"iFafa",30.653613,-30.45668694,"Subtropical Large Temporarily Closed","Endangered","Poorly","C/D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iFafa","3 Subtropical - Large Temporarily Closed",111.2,56.4746406757968,62.3446406757968,59.6,"Heavily modified",65.0565290258565
"249",249,426,"uMdesingane",30.67159097,-30.42604778,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","D","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMdesingane","3 Subtropical - Small Temporarily Closed",25,49.35,49.35,61.15,"Heavily modified",65.0565290258565
"250",250,427,"iSezela",30.67774297,-30.41501278,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iSezela","3 Subtropical - Large Temporarily Closed",72.7,62.25,63.8,51.15,"Moderately modified",65.0565290258565
"251",251,428,"uMkhumbane",30.682835,-30.40560694,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMkhumbane","3 Subtropical - Small Temporarily Closed",24.8,61.95,64.75,64.125,"Moderately modified",34.4075090965721
"252",252,431,"iNkomba",30.720378,-30.35287694,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","iNkomba","3 Subtropical - Small Temporarily Closed",1.1,63,72.4,65.45,"Moderately modified",34.4075090965721
"253",253,432,"uMuziwezinto",30.70914497,-30.36764097,"Subtropical Large Temporarily Closed","Endangered","Poorly","C/D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMuziwezinto","3 Subtropical - Large Temporarily Closed",105.3,65.2594130058888,60.1894130058888,65.15,"Moderately modified",34.4075090965721
"254",254,433,"uMzimayi",30.727318,-30.34647,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C/D","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMzimayi","3 Subtropical - Small Temporarily Closed",26.6,60.353006013036,61.3736072156432,71.15,"Moderately modified",34.4075090965721
"255",255,434,"Rocky Bay",30.7346375,-30.33380681,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C/D","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","Rocky Bay","3 Subtropical - Small Temporarily Closed",5.9,57.728006013036,59.1236072156432,59,"Heavily modified",34.4075090965721
"256",256,438,"uMphambanyoni",30.75929597,-30.28039778,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMphambanyoni","3 Subtropical - Small Temporarily Closed",84.4,65.4880747279939,68.2880747279939,62.25,"Moderately modified",34.4075090965721
"257",257,439,"aMahlongwa",30.763926,-30.269138,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","aMahlongwa","3 Subtropical - Small Temporarily Closed",98.1,74.334147229115,72.264147229115,72.275,"Moderately modified",34.4075090965721
"258",258,442,"uMahlongwane",30.793734,-30.22513278,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMahlongwane","3 Subtropical - Large Temporarily Closed",40.7,61.7275954215983,71.323114505918,76.625,"Moderately modified",34.4075090965721
"259",259,444,"uMkhomazi",30.803868,-30.20258897,"Subtropical Predominantly Open","Endangered","Moderately","C","Subtropical Predominantly Open","SubTrop",78.4991420167,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMkhomazi","3 Subtropical - Predominantly Open",331.9,64.365,67.85,65.525,"Moderately modified",34.4075090965721
"260",260,445,"iNgane",30.817131,-30.17884,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","iNgane","3 Subtropical - Small Temporarily Closed",34.6,59.7179193192661,65.5879193192661,82.05,"Heavily modified",34.4075090965721
"261",261,446,"uMgababa",30.83072697,-30.15567,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMgababa","3 Subtropical - Large Temporarily Closed",138,69.566114563496,68.686114563496,79.15,"Moderately modified",34.4075090965721
"262",262,448,"uMsimbazi",30.847659,-30.12952397,"Subtropical Large Temporarily Closed","Endangered","Poorly","B/C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMsimbazi","3 Subtropical - Large Temporarily Closed",193.7,73.4025734373933,77.033088124872,86.65,"Moderately modified",34.4075090965721
"263",263,449,"iLovu",30.857575,-30.105432,"Subtropical Large Temporarily Closed","Endangered","Poorly","C/D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iLovu","3 Subtropical - Large Temporarily Closed",425.4,58.3037325447982,60.8037325447982,62.625,"Heavily modified",34.4075090965721
"264",264,451,"aManzanamtoti",30.87326097,-30.078032,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","E","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","aManzanamtoti","3 Subtropical - Small Temporarily Closed",55.2,28.635,32.475,42.225,"Severely / critically modified ",34.4075090965721
"265",265,452,"aManzimtoti",30.884643,-30.05855997,"Subtropical Large Temporarily Closed","Endangered","Poorly","D/E","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","aManzimtoti","3 Subtropical - Large Temporarily Closed",50.3,37.739080959917,40.139080959917,48.75,"Severely / critically modified ",34.4075090965721
"266",266,453,"iZimbokodo",30.93678797,-30.009709,"Subtropical Large Temporarily Closed","Endangered","Poorly","E","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iZimbokodo","3 Subtropical - Large Temporarily Closed",89.4,28.525,31.675,34,"Severely / critically modified ",34.4075090965721
"267",267,454,"iSiphingo",30.951261,-29.99589694,"Subtropical Predominantly Open","Endangered","Moderately","F","Subtropical Predominantly Open","SubTrop",78.4991420167,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iSiphingo","3 Subtropical - Predominantly Open",704.4,9.85,12.15,12.625,"Severely / critically modified ",34.4075090965721
"268",268,455,"Durban Bay",31.062508,-29.86613472,"Subtropical Estuarine Bay","Critically Endangered","Not Protected","E","Subtropical Estuarine Bay","SubTrop",28.1520198775,"CR","NP","CR_NP","est","Not Protected","Critically Endangered","Durban Bay","3 Subtropical - Estuarine Bay",2815.2,24.8604729372604,26.2604729372604,39.8,"Severely / critically modified ",34.4075090965721
"269",269,456,"uMngeni",31.04261197,-29.80849583,"Subtropical Predominantly Open","Endangered","Moderately","E","Subtropical Predominantly Open","SubTrop",78.4991420167,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMngeni","3 Subtropical - Predominantly Open",403.5,31.985,36.2,46.45,"Severely / critically modified ",34.4075090965721
"270",270,457,"uMhlanga",31.101473,-29.70300889,"Subtropical Large Temporarily Closed","Endangered","Poorly","D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMhlanga","3 Subtropical - Large Temporarily Closed",150.8,37.75,51.65,44.5,"Severely / critically modified ",55.3158195768531
"271",271,458,"uMdloti",31.129148,-29.650593,"Subtropical Large Temporarily Closed","Endangered","Poorly","D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMdloti","3 Subtropical - Large Temporarily Closed",189.5,41.7,45.35,41.15,"Heavily modified",55.3158195768531
"272",272,462,"uThongathi",31.184885,-29.57340972,"Subtropical Large Temporarily Closed","Endangered","Poorly","D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uThongathi","3 Subtropical - Large Temporarily Closed",145.6,37.835,44.275,30.725,"Severely / critically modified ",55.3158195768531
"273",273,470,"uMhlali",31.27816997,-29.46015972,"Subtropical Large Temporarily Closed","Endangered","Poorly","D","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMhlali","3 Subtropical - Large Temporarily Closed",200.9,52.26,57.625,63.675,"Heavily modified",55.3158195768531
"274",274,471,"Bob’s Stream",31.294736,-29.43797694,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","B/C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","Bob’s Stream","3 Subtropical - Small Temporarily Closed",8.9,56.5,76.7,61.975,"Heavily modified",55.3158195768531
"275",275,472,"uSetheni",31.302904,-29.42935194,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","B/C","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uSetheni","3 Subtropical - Small Temporarily Closed",10.2,76.775,76.85,69.85,"Near-natural",55.3158195768531
"276",276,476,"uMvoti",31.334854,-29.39188194,"Subtropical Large Fluvially Dominated","Endangered","Poorly","D","Subtropical Large Fluvially Dominated","SubTrop",107.65828848,"EN","PP","EN_PP","est","Poorly Protected","Endangered","uMvoti","3 Subtropical - Large Fluvially Dominated",288.7,51.965,54.675,46.025,"Heavily modified",55.3158195768531
"277",277,477,"uMdlotane",31.373829,-29.35240297,"Subtropical Large Temporarily Closed","Endangered","Poorly","B","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMdlotane","3 Subtropical - Large Temporarily Closed",79.9,73.5889577349634,78.5889577349634,87.55,"Moderately modified",55.3158195768531
"278",278,478,"iNonoti",31.40708,-29.318857,"Subtropical Large Temporarily Closed","Endangered","Poorly","C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iNonoti","3 Subtropical - Large Temporarily Closed",153.8,62.7772094012376,65.5772094012376,76.575,"Moderately modified",55.3158195768531
"279",279,479,"iZinkwazi",31.44347797,-29.28159,"Subtropical Large Temporarily Closed","Endangered","Poorly","B/C","Subtropical Large Temporarily Closed","SubTrop",50.512089756,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","iZinkwazi","3 Subtropical - Large Temporarily Closed",300.1,72.6878989353965,75.7754787224759,67.375,"Moderately modified",55.3158195768531
"280",280,480,"uThukela",31.501006,-29.22425278,"Subtropical Large Fluvially Dominated","Endangered","Poorly","D","Subtropical Large Fluvially Dominated","SubTrop",107.65828848,"EN","PP","EN_PP","est","Poorly Protected","Endangered","uThukela","3 Subtropical - Large Fluvially Dominated",1261,56.35,57.625,63.5,"Heavily modified",55.3158195768531
"281",281,481,"aMatigulu/iNyoni",31.644552,-29.083696,"Subtropical Predominantly Open","Endangered","Moderately","B","Subtropical Predominantly Open","SubTrop",78.4991420167,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","aMatigulu/iNyoni","3 Subtropical - Predominantly Open",1183.1,71.1,84.25,80.325,"Moderately modified",41.7646364250632
"282",282,482,"iSiyaya",31.763138,-28.966881,"Subtropical Small Temporarily Closed","Vulnerable","Moderately","E","Subtropical Small Temporarily Closed","SubTrop",20.4839036646,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","iSiyaya","3 Subtropical - Small Temporarily Closed",88.4,35.925,23.875,11.9,"Severely / critically modified ",41.7646364250632
"283",283,483,"uMlalazi",31.82302697,-28.94472083,"Subtropical Predominantly Open","Endangered","Moderately","B","Subtropical Predominantly Open","SubTrop",78.4991420167,"VU","PP","VU_PP","est","Poorly Protected","Vulnerable","uMlalazi","3 Subtropical - Predominantly Open",1851.7,74.1,79.25,78.375,"Moderately modified",41.7646364250632
"284",284,486,"uMhlathuze",32.04999097,-28.84887472,"Subtropical Estuarine Lake","Endangered","Poorly","D","Subtropical Estuarine Lake","SubTrop",818.752767461,"EN","MP","EN_MP","est","Moderately Protected","Endangered","uMhlathuze","3 Subtropical - Estuarine Lake",5642.3,40.475,47.325,60.2,"Heavily modified",41.7646364250632
"285",285,487,"Richards Bay",32.09776697,-28.814205,"Subtropical Estuarine Lake","Endangered","Poorly","D","Subtropical Estuarine Lake","SubTrop",818.752767461,"EN","MP","EN_MP","est","Moderately Protected","Endangered","Richards Bay","3 Subtropical - Estuarine Lake",6365.1,30.9,44,57.35,"Severely / critically modified ",41.7646364250632
"286",286,488,"iNhlabane",32.25711797,-28.66140583,"Subtropical Estuarine Lake","Endangered","Poorly","E","Subtropical Estuarine Lake","SubTrop",818.752767461,"EN","MP","EN_MP","est","Moderately Protected","Endangered","iNhlabane","3 Subtropical - Estuarine Lake",1875.7,32.3,32.225,40.225,"Severely / critically modified ",41.7646364250632
"287",287,489,"iMfolozi/uMsunduze",32.425051,-28.389275,"Subtropical Large Fluvially Dominated","Endangered","Poorly","D","Subtropical Large Fluvially Dominated","SubTrop",107.65828848,"EN","PP","EN_PP","est","Poorly Protected","Endangered","iMfolozi/uMsunduze","3 Subtropical - Large Fluvially Dominated",7903.7,52.5,52.5,53.5,"Heavily modified",49.0957305511494
"288",288,490,"St Lucia",32.42472897,-28.38256278,"Subtropical Estuarine Lake","Endangered","Poorly","D","Subtropical Estuarine Lake","SubTrop",818.752767461,"EN","MP","EN_MP","est","Moderately Protected","Endangered","St Lucia","3 Subtropical - Estuarine Lake",67992.2,48.7,48,39.625,"Heavily modified",49.0957305511494
"289",289,491,"uMgobezeleni",32.68059497,-27.53955278,"Tropical Estuarine Lake","Vulnerable","Moderately","B","Tropical Estuarine Lake","Tropical",81.6629477244,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","uMgobezeleni","4 Tropical - Estuarine Lake",829.3,78.575,81.075,82.575,"Near-natural",78.575
"290",290,492,"Kosi",32.880789,-26.89517389,"Tropical Estuarine Lake","Vulnerable","Moderately","A/B","Tropical Estuarine Lake","Tropical",81.6629477244,"VU","MP","VU_MP","est","Moderately Protected","Vulnerable","Kosi","4 Tropical - Estuarine Lake",7337,87.7,91,81.75,"Near-natural",87.7
